name,tier,life,boss,sprite,w,h,scale,cur,in_scope,keep_reason,cls,prop_scale,prop,reason,eyes
Kinnan,Rare,40,False,sprites/enemy/humanoid/human/wizard/mage_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Kinzu,Common,12,False,sprites/enemy/humanoid/human/warlock/witch.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/warlock folder,False
Kirri,Rare,20,False,sprites/enemy/elemental/walkingleef.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Kitt Kanto,Rare,20,False,sprites/enemy/humanoid/leonin/lion.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/leonin folder,False
Knight,Mythic,42,False,sprites/enemy/humanoid/human/knight/paladin.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/knight folder,False
Knight Mercenary,Rare,13,False,sprites/enemy/humanoid/human/knight/cavalier_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/knight folder,False
Koll,Uncommon,20,False,sprites/enemy/humanoid/dwarf/dwarf_7.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/dwarf folder,False
Kolvori,Mythic,45,False,sprites/enemy/humanoid/elf/druid.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,"humanoid/elf folder, life 45",True
Kor Aeronaut,Common,13,False,sprites/enemy/heroes/old_kor_04.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,heroes folder,False
Kor Blademaster,Common,12,False,sprites/enemy/heroes/old_kor_18.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,heroes folder,False
Kor Bladewhirl,Common,12,False,sprites/enemy/heroes/old_kor_08.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,heroes folder,False
Kor Cartographer,Rare,29,False,sprites/enemy/heroes/old_kor_05.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,heroes folder,False
Kor Castigator,Common,12,False,sprites/enemy/heroes/old_kor_10.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,heroes folder,False
Kor Celebrant,Uncommon,20,False,sprites/enemy/heroes/old_kor_17.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,heroes folder,False
Kor Chant-Leader,Uncommon,20,False,sprites/enemy/heroes/old_kor_13.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,heroes folder,False
Kor Dirgewarden,Rare,30,False,sprites/enemy/heroes/old_kor_20.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,heroes folder,False
Kor Duelist,Common,13,False,sprites/enemy/heroes/old_kor_06.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,heroes folder,False
Kor Entangler,Common,11,False,sprites/enemy/heroes/old_kor_16.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,heroes folder,False
Kor Firewalker,Common,11,False,sprites/enemy/heroes/old_kor_09.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,heroes folder,False
Kor Hookmaster,Common,12,False,sprites/enemy/heroes/old_kor_01.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,heroes folder,False
Kor Line-Slinger,Common,13,False,sprites/enemy/heroes/old_kor_12.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,heroes folder,False
Kor Outfitter,Common,12,False,sprites/enemy/heroes/old_kor_07.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,heroes folder,False
Kor Renegade,Rare,34,False,sprites/enemy/heroes/kor_m.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,heroes folder,False
Kor Sanctifier,Common,12,False,sprites/enemy/heroes/old_kor_03.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,heroes folder,False
Kor Scout,Common,12,False,sprites/enemy/heroes/old_kor_11.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,heroes folder,False
Kor Sky Climber,Common,13,False,sprites/enemy/heroes/old_kor_19.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,heroes folder,False
Kor Skyfisher,Rare,29,False,sprites/enemy/heroes/old_kor_02.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,heroes folder,False
Kor Skyknight,Common,12,False,sprites/enemy/heroes/old_kor_15.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,heroes folder,False
Kor Spiritdancer,Common,11,False,sprites/enemy/heroes/old_kor_14.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,heroes folder,False
Kor Wanderer,Common,11,False,sprites/enemy/heroes/kor_f.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,heroes folder,False
Kor Warrior,Rare,15,False,sprites/enemy/humanoid/kor/mineguard.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/kor folder,False
Kotis,Uncommon,30,False,sprites/enemy/humanoid/human/bandit/banditleader.atlas,32,32,1.0,32.0,False,on grid,Person,0.5,16.0,"humanoid/human/bandit folder, moves 50%",True
Kunoros,Rare,30,False,sprites/enemy/fiend/hellhound_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Kykar,Rare,30,False,sprites/enemy/humanoid/aven/ibisheadedaven.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/aven folder,False
Kyler,Uncommon,30,False,sprites/enemy/humanoid/human/soldier/cathar.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/soldier folder,False
Kynaios and Tiro,Rare,50,False,sprites/enemy/humanoid/human/warrior/warrior.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,"humanoid/human/warrior folder, life 50",True
Kytheon,Rare,34,False,sprites/enemy/humanoid/swordsman_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid folder,False
Laboratory Assistant,Common,9,False,sprites/enemy/humanoid/human/wizard/archivist.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Laelia,Common,11,False,sprites/enemy/construct/golem_4.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Lagrella,Uncommon,20,False,sprites/enemy/humanoid/human/cleric/priest.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/cleric folder,False
Lathril,Uncommon,20,False,sprites/enemy/humanoid/elf/lizardrider.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/elf folder,False
Laughing Jasper Flint,Rare,30,False,sprites/enemy/humanoid/viashino/scout_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/viashino folder,False
Lavinia,Uncommon,20,False,sprites/enemy/humanoid/human/cleric/cleric.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/cleric folder,False
Lazav,Rare,30,False,sprites/enemy/undead/graverevenant.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,undead folder,False
Legend of the Badlands,Uncommon,20,False,sprites/enemy/humanoid/human/wizard/red_wiz2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Legend of the Savannah,Uncommon,20,False,sprites/enemy/humanoid/human/wizard/white_wiz2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Legend of the Taiga,Uncommon,20,False,sprites/enemy/humanoid/human/wizard/green_wiz2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Legend of the Tundra,Rare,20,False,sprites/enemy/humanoid/human/wizard/blue_wiz2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Legend of the Underground Sea,Uncommon,20,False,sprites/enemy/humanoid/human/wizard/black_wiz2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Leinore,Rare,20,False,sprites/enemy/humanoid/human/wizard/black_wiz3.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Leonin Renegade,Uncommon,20,False,sprites/enemy/heroes/leonin_m.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,heroes folder,False
Leonin Wanderer,Common,12,False,sprites/enemy/heroes/leonin_f.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,heroes folder,False
Leonin Warrior,Rare,15,False,sprites/enemy/humanoid/leonin/lion.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/leonin folder,False
Leonin Weaponmaster,Rare,15,False,sprites/enemy/humanoid/leonin/lion_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/leonin folder,False
Leori,Rare,20,False,sprites/enemy/monstrosity/heartpiercer_manticore.atlas,26,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Lich,Uncommon,20,False,sprites/enemy/undead/lich_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,undead folder,False
Licia,Rare,20,False,sprites/enemy/humanoid/paladin_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid folder,False
Lier,Uncommon,31,False,sprites/enemy/humanoid/human/wizard/archivist.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Lightning Elemental,Uncommon,21,False,sprites/enemy/elemental/lightningelemental.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Lilah,Rare,20,False,sprites/enemy/humanoid/elf/druid.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/elf folder,False
Liliana's Alchemist,Rare,25,False,sprites/enemy/humanoid/human/wizard/dimir_wiz.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Liliana's Herbalist,Uncommon,25,False,sprites/enemy/humanoid/human/wizard/black_wizard.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Lim-Dul the Necromancer,Common,32,False,sprites/enemy/undead/lich.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,undead folder,False
Linden,Mythic,33,False,sprites/enemy/humanoid/elf/shaman_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/elf folder,False
Linvala,Rare,30,False,sprites/enemy/celestial/angelwarrior.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Lizardfolk Archer,Common,12,False,sprites/enemy/basic/humanoid/lizardfolk_archer.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,basic/humanoid folder,False
Lizardfolk Gladiator,Rare,30,False,sprites/enemy/basic/humanoid/lizardfolk_gladiator.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,basic/humanoid folder,False
Lizardfolk Scout,Common,11,False,sprites/enemy/basic/humanoid/lizardfolk_scout.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,basic/humanoid folder,False
Lizardfolk Spearman,Common,12,False,sprites/enemy/basic/humanoid/lizardfolk_spearman.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,basic/humanoid folder,False
Lluwen,Rare,30,False,sprites/enemy/fey/satyr.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Loam Elemental,Rare,30,False,sprites/enemy/basic/magical/loam_elemental.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,basic/magical folder,False
Loamspeaker,Rare,20,False,sprites/enemy/humanoid/elf/shaman.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/elf folder,False
Lonis,Uncommon,20,False,sprites/enemy/humanoid/naga/nagawarrior.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/naga folder,False
Ludevic and Kraum,Rare,20,False,sprites/enemy/undead/zombiepoisoner.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,undead folder,False
Lynde,Uncommon,20,False,sprites/enemy/humanoid/human/shaman/chandra.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/shaman folder,False
Magda,Uncommon,21,False,sprites/enemy/humanoid/dwarf/bear_cavalry.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/dwarf folder,False
Magical Fairy,Rare,30,False,sprites/enemy/basic/magical/magical_fairy.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,basic/magical folder,False
Magma Elemental,Uncommon,25,False,sprites/enemy/elemental/magmaelemental.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,"art 16px vs 16px person (x1.00), tagged humanoid",True
Mairsil,Rare,30,False,sprites/enemy/humanoid/human/wizard/black_wiz2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Maja,Uncommon,20,False,sprites/enemy/humanoid/paladin_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid folder,False
Mangara,Rare,34,False,sprites/enemy/humanoid/human/warrior/warrior.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/warrior folder,False
Maralen,Rare,60,False,sprites/enemy/humanoid/elf/shaman_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,"humanoid/elf folder, life 60",True
Marc Hernandez '95,Rare,25,False,sprites/enemy/humanoid/human/knight/paladin.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/knight folder,False
Marina,Rare,30,False,sprites/enemy/humanoid/human/wizard/black_wiz3.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Mark Justice '95,Uncommon,25,False,sprites/enemy/humanoid/human/warrior/warrior.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/warrior folder,False
Mark Justice '96,Uncommon,25,False,sprites/enemy/humanoid/human/warrior/warrior.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/warrior folder,False
Mark Le Pine '99,Common,13,False,sprites/enemy/humanoid/human/wizard/red_wiz2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Marwyn,Rare,32,False,sprites/enemy/humanoid/elf/hunter.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/elf folder,False
Massacre Girl,Uncommon,18,False,sprites/enemy/humanoid/human/rogue/rogue.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/rogue folder,False
Master Black Wizard,Rare,20,False,sprites/enemy/humanoid/human/wizard/black_wiz3.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Master Blue Wizard,Uncommon,20,False,sprites/enemy/humanoid/human/wizard/mage_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Master Green Wizard,Rare,20,False,sprites/enemy/humanoid/elf/green_wiz3.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/elf folder,False
Master Red Wizard,Rare,20,False,sprites/enemy/humanoid/human/wizard/red_wiz3.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Master White Wizard,Rare,20,False,sprites/enemy/humanoid/human/wizard/white_wiz3.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Matt Linde '99,Common,11,False,sprites/enemy/humanoid/elf/druid.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/elf folder,False
Mayael,Uncommon,30,False,sprites/enemy/humanoid/elf/druid_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/elf folder,False
Mazirek,Rare,20,False,sprites/enemy/humanoid/nantuko/deadlymantis.atlas,32,32,0.5,16.0,False,on grid,Person,0.5,16.0,humanoid/nantuko folder,False
Melek,Rare,20,False,sprites/enemy/elemental/iceelemental2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Meloku,Mythic,93,False,sprites/enemy/humanoid/kor/kor_blue.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,"humanoid/kor folder, life 93",True
Meren of Clan Nel Toth,Rare,28,False,sprites/enemy/humanoid/human/wizard/corrupted_greenwiz.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Merfolk,Common,13,False,sprites/enemy/elemental/waterelemental.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,"art 16px vs 16px person (x1.00), tagged humanoid",True
Merfolk Avatar,Rare,14,False,sprites/enemy/elemental/iceelemental.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,"art 16px vs 16px person (x1.00), tagged humanoid",True
Merfolk Fighter,Uncommon,20,False,sprites/enemy/humanoid/merfolk/merfolk.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/merfolk folder,False
Merfolk Soldier,Common,13,False,sprites/enemy/humanoid/merfolk/mermaid.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/merfolk folder,False
Merfolk warrior,Uncommon,12,False,sprites/enemy/elemental/airelemental.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,"art 16px vs 16px person (x1.00), tagged humanoid",True
Metallic Sliver,Rare,30,False,sprites/enemy/aberration/sliver_black.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Metathran Renegade,Uncommon,18,False,sprites/enemy/heroes/metathran_m.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,heroes folder,False
Metathran Wanderer,Uncommon,20,False,sprites/enemy/heroes/metathran_f.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,heroes folder,False
Miara and Numa,Uncommon,30,False,sprites/enemy/humanoid/elf/shaman_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/elf folder,False
Migloz,Uncommon,20,False,sprites/enemy/aberration/phyrexian/copperhostbrutalizer.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Mikaeus,Uncommon,18,False,sprites/enemy/undead/lich.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,undead folder,False
Millicent,Rare,20,False,sprites/enemy/undead/ghost_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,undead folder,False
Mimic,Uncommon,12,False,sprites/enemy/aberration/mimic.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Mina and Denn,Uncommon,40,False,sprites/enemy/humanoid/elf/lizardrider.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/elf folder,False
Mindclaw Shaman,Rare,19,False,sprites/enemy/humanoid/viashino/dreamwalker.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/viashino folder,False
Minor Demon,Uncommon,18,False,sprites/enemy/fiend/demon_4.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Minotaur Flayer,Common,16,False,sprites/enemy/fiend/warden_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,"art 16px vs 16px person (x1.00), tagged humanoid",True
Miriam,Rare,20,False,sprites/enemy/humanoid/elf/hunter_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/elf folder,False
Mirko,Rare,20,False,sprites/enemy/undead/vampire.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,undead folder,False
Mirri,Rare,20,False,sprites/enemy/humanoid/leonin/lion.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/leonin folder,False
Mishra,Rare,40,False,sprites/enemy/humanoid/human/wizard/red_wiz3.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Missionary of Saint Traft,Common,12,False,sprites/enemy/humanoid/human/cleric/priest.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/cleric folder,False
Momir Vig,Rare,20,False,sprites/enemy/humanoid/human/wizard/simic_wiz.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Mondrak,Mythic,53,False,sprites/enemy/aberration/phyrexian/phyrexianduelist.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,"art 16px vs 16px person (x1.00), life 53",True
Monk,Uncommon,11,False,sprites/enemy/humanoid/human/cleric/monk.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/cleric folder,False
Morcant,Rare,80,False,sprites/enemy/humanoid/elf/hunter_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,"humanoid/elf folder, life 80",True
Moritte,Uncommon,20,False,sprites/enemy/humanoid/human/warrior/caribou_elite.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/warrior folder,False
Mrs. Klaus,Uncommon,20,False,sprites/enemy/humanoid/elf/deftsorceress.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/elf folder,False
Mu Yanling,Rare,41,False,sprites/enemy/humanoid/elf/druid.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/elf folder,False
Muddle,Rare,20,False,sprites/enemy/elemental/waterelemental.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Mutilated Stumbler,Common,13,False,sprites/enemy/basic/undead/mutilated_stumbler.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,basic/undead folder,False
Muzzio,Rare,19,False,sprites/enemy/humanoid/human/wizard/wizard.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Márton Stromgald,Mythic,50,False,sprites/enemy/humanoid/human/knight/cavalier.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,"humanoid/human/knight folder, life 50",True
Naga Warrior,Common,16,False,sprites/enemy/humanoid/naga/nagawarrior.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/naga folder,False
Najal,Uncommon,20,False,sprites/enemy/elemental/efreet_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Najeela,Uncommon,30,False,sprites/enemy/humanoid/paladin_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid folder,False
Narci,Rare,20,False,sprites/enemy/humanoid/elf/shaman.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/elf folder,False
Narfi,Uncommon,20,False,sprites/enemy/undead/lich_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,undead folder,False
Narset,Rare,30,False,sprites/enemy/humanoid/human/cleric/monk_3.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/cleric folder,False
Nath,Uncommon,20,False,sprites/enemy/humanoid/human/knight/cavalier_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/knight folder,False
Necromancer,Rare,31,False,sprites/enemy/humanoid/human/wizard/black_wiz2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Necromancer of Shandalar,Common,28,False,sprites/enemy/undead/lich.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,undead folder,False
Nefarox,Uncommon,21,False,sprites/enemy/fiend/abyssalbaron.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Nekusar,Rare,40,False,sprites/enemy/undead/lich_3.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,undead folder,False
Nether Fiend of Shandalar,Uncommon,21,False,sprites/enemy/fiend/demon.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Neyali,Rare,30,False,sprites/enemy/construct/golem_3.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Niambi,Rare,30,False,sprites/enemy/humanoid/human/cleric/cleric.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/cleric folder,False
Nicolas Labarre '00,Rare,25,False,sprites/enemy/humanoid/elf/druid.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/elf folder,False
Nikara and Yannik,Uncommon,30,False,sprites/enemy/humanoid/human/wizard/corrupted_greenwiz.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Nikya,Rare,20,False,sprites/enemy/fey/centaur_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Nogi,Rare,28,False,sprites/enemy/humanoid/kobold/kobolddragoncaller.atlas,32,32,1.0,32.0,False,on grid,Person,0.5,16.0,"humanoid/kobold folder, moves 50%",True
Norin,Uncommon,19,False,sprites/enemy/humanoid/human/peasant/farmer.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/peasant folder,False
Novice Pyromancer,Common,13,False,sprites/enemy/basic/magical/novice_pyromancer.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,basic/magical folder,False
Nuno sa Punso,Common,10,False,sprites/enemy/basic/spirit/nuno_sa_punso.atlas,12,13,1.0,13.0,False,"critter, deliberate",Person,1.23,16.0,basic/spirit folder,False
Nylea,Rare,34,False,sprites/enemy/humanoid/elf/hunter.atlas,16,16,2.0,32.0,False,on grid,Person,1.0,16.0,"humanoid/elf folder, moves 50%",True
Nymris,Rare,20,False,sprites/enemy/fey/dimirfaerie.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Obsessed Stitcher,Common,25,False,sprites/enemy/humanoid/human/wizard/geistmage.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Odric,Rare,19,False,sprites/enemy/humanoid/human/soldier/cathar.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/soldier folder,False
Ognis,Uncommon,20,False,sprites/enemy/humanoid/viashino/battler_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/viashino folder,False
Ojer Pakpatiq,Rare,32,False,sprites/enemy/monstrosity/basilisk_3.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Oketra,Rare,27,False,sprites/enemy/humanoid/khenra/jackalwarrior.atlas,32,32,1.5,48.0,False,on grid,Person,0.5,16.0,"humanoid/khenra folder, moves 67%",True
Old Stickfingers,Rare,30,False,sprites/enemy/construct/scarecrow.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Olivia,Rare,40,False,sprites/enemy/undead/ghost_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,undead folder,False
Olle Rade '96,Common,25,False,sprites/enemy/humanoid/elf/shaman.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/elf folder,False
Omarthis,Rare,40,False,sprites/enemy/humanoid/naga/nagawarrior.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/naga folder,False
Omo,Uncommon,20,False,sprites/enemy/monstrosity/gorgonen.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
